"nocues","nhog","f_calib3","region","aglo","t_aglo","estrato_U","cod_U","v1","v1esp","v2","v3","v4","v5","v6","v7","v8","v9","v10a","v10b","v10c","v10d","v10e","v10f","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v62a","v62b","v62c","v63","v63a","v63b","v64","v64a","v64b","v65","v65a","v65b","v66","v66a","v66b","v67","v67a","v68","v68a","v68b","v68c","v69","v69a","v69b","v70","v70a","v70b","v70c","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v90cuantos","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103a","v103b","v103c","v104","v105a","v105b","v105c","v106a","v106b","v107a","v107b","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v235i","v235i_d","ITHPC","ITHPC_d","v237","tamaño","c_hogar","vnropsh","v238a","v239a","v240a","v241a","v242a","v243a","v244a","v245a","v246a","v247a_CIUO08","v247a_CNO01","v250a","v251a","v252a_CAES","v253a","v254a","v255a","v256a","v257a","egp11a","CSOa","v258a","v259a","v260a","v261a","vnrocon","v238b","v239b","v240b","v241b","v242b","v243b","v244b","v245b","v246b","v247b_CIUO08","v247b_CNO01","v250b","v251b","v252b_CAES","v253b","v254b","v255b","v256b","v257b","egp11b","CSOb","v258b","v259b","v260b","v261b"
21,1,1841,5,6,3,191,462,3,,1,1,1,4,1,1,1,1,1,,,,,,5,2,0,1,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,2,2,2,3,3,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,,,,1,2,2,2,2,2,2,2,1,2,1,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3800,,3800,1,1900,3,3,2,2,1,1,2,0,,,2,1,2,1,"9216","65314",2,,"0102",2,2,3,2,2,10,9,6,1,1,,2,1,1,,,,2,1,,,"9212","61113",,,"0102",2,3,3,2,2,10,9,6,1,1,
22,1,158,3,6,1,157,684,3,,1,1,1,1,2,3,,,,,,,,,2,2,0,1,4,1,1,1,1,1,1,2,2,2,1,1,2,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,1,2,3,1,4,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9000,,9000,5,3000,4,3,3,3,1,1,2,1,1,,2,1,2,4,"8342","72323",,,"8401",1,6,3,1,3,8,8,5,2,,3,2,1,2,3,2,4,2,1,1,,"8332","34323",1,3,"4000",2,6,3,1,3,9,8,5,2,,3
23,1,93,3,6,1,157,684,3,,1,1,1,2,2,1,2,2,1,7,,,,,2,2,0,1,4,1,1,1,1,1,1,1,2,1,1,1,2,0,0,0,0,0,0,1,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,,,1,2,2,2,2,2,2,1,1,2,1,2,,1,5,,,3,,3,,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,8150,,9510,5,1585,2,3,6,6,1,2,2,0,,,4,,,,"6320","99999",2,,"9999",9,9,9,,,11,,7,1,3,,2,1,3,1,2,2,2,1,2,2,"8343","72323",2,,"4000",1,4,3,1,3,8,8,7,1,3,
24,1,27,3,6,1,157,684,3,,,,,2,1,1,1,1,1,,,,,,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,1,1,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,,,,1,2,2,2,2,2,2,1,1,1,1,2,3,1,4,,,3,,3,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,8000,,8000,4,1333.3333333333333,2,3,6,6,1,1,2,1,2,2,2,1,1,,"7112","72313",1,2,"4000",1,6,3,1,3,9,8,5,1,4,,2,1,2,1,1,,2,1,2,,"9312","72314",2,,"4000",1,6,3,1,3,9,9,5,1,4,
25,1,211,3,6,1,157,684,3,,1,1,2,2,2,1,2,2,1,,,,,,2,1,0,1,4,1,1,1,1,1,1,1,2,2,1,1,2,0,0,0,0,0,0,3,2,3,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,2,,,2,,,2,,,1,1,,2,,2,,,,2,,,2,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,,,,1,2,2,2,2,2,2,1,1,2,1,,,2,,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10000,,13900,7,1390,2,2,10,3,1,2,1,1,2,3,4,,,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,7,1,4,,2,2,1,1,1,,4,,,,"9111","55314",2,,"9700",2,1,3,2,2,9,11,7,1,4,
26,1,1835,5,6,3,190,463,3,,1,1,1,4,1,1,1,1,1,,,,,,8,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,3,2005,1,1,2,2,1,2,2,2,1,1,2,,,1,1,3,,1,1,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,12,35500,10,8875,9,1,4,3,1,1,3,1,1,,2,1,1,,"3122","80203",1,,"1001",2,6,3,1,3,2,4,7,1,4,,4,1,1,1,1,,2,5,1,,"2342","41312",2,,"8501",1,,3,1,3,2,,7,1,4,
27,1,1776,5,6,3,190,463,3,,1,1,1,4,1,1,1,1,2,,,,,,5,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,,1968,1,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6000,,6000,3,6000,7,1,1,1,1,1,2,1,1,,2,1,1,,"1324","10203",1,2,"4901",2,3,3,1,3,1,1,10,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
28,1,1667,5,6,3,190,463,3,,1,1,1,2,1,3,,,,,,,,,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,200,1989,1,1,2,2,2,2,2,2,1,2,4,,,2,,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,3,5000,2,5000,7,2,1,1,1,2,1,6,1,,4,,,,"2341","41312",2,,"8501",2,5,3,1,3,2,4,5,2,,5,,,,,,,,,,,"","",,,"",,,,,,,,,,,
29,1,1776,5,6,3,190,463,3,,1,1,1,4,1,8,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,,,,1,0,1,0,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,,,,1,2,2,2,1,2,2,1,2,2,4,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,3500,1,3500,5,,1,1,1,1,3,1,1,,2,1,1,,"7510","53392",2,,"8600",1,9,3,1,3,8,,6,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
30,1,1701,5,6,3,190,463,3,,1,1,1,4,1,1,1,1,6,,,,,,6,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,110,2013,1,1,2,2,1,1,2,2,1,1,1,2,3,1,1,4,,1,3,3,,1,,,,,,1,,,,,,,,,,2,,10,106270,10,21254,10,1,5,3,1,1,1,6,1,,2,3,1,,"2619","06001",1,2,"6900",2,3,1,,,1,2,6,2,,4,2,1,1,3,2,4,2,3,1,,"5221","30113",1,1,"4501",2,2,2,,,6,5,6,2,,4
31,1,1563,5,6,3,190,463,3,,1,1,1,2,1,1,1,1,6,,,,,,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,121,2014,1,1,1,2,2,2,2,2,2,2,2,1,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,4,7000,3,1750,2,2,4,3,2,1,3,1,1,,2,3,2,2,"9211","60314",2,,"0100",2,3,3,1,3,10,9,6,2,,4,1,1,2,6,1,,2,,,,"9999","99999",,,"9999",,,,,,,,5,,,
32,1,1703,5,6,3,190,463,3,,1,1,1,4,1,1,1,1,6,,,,,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,231,2014,1,1,2,2,1,2,2,1,1,1,2,1,,2,,,,3,,3,,1,2,1,,,,,,,,,,,,,2,1,,5,10600,5,10600,9,1,1,1,1,1,6,1,1,,2,1,1,,"5221","05002",1,2,"4807",2,2,1,,,5,5,7,1,3,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
33,1,1336,5,6,3,190,463,3,,1,1,1,2,1,1,1,1,6,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,240,2009,1,1,2,2,2,2,2,1,2,1,1,2,,2,,,,1,2,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,8,18900,8,9450,9,1,2,2,2,1,1,3,1,,2,,,,"5221","05002",1,2,"4808",2,2,1,,,5,5,10,1,4,,1,1,2,1,1,,2,1,1,,"1349","05002",1,2,"4808",2,2,1,,,5,5,10,1,4,
34,1,1729,5,6,3,191,462,2,,1,1,1,4,1,8,,,,,,,,,5,2,0,1,3,1,1,1,1,1,1,1,2,2,2,1,2,0,0,1,1,1,1,1,0,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,21000,,25250,9,12625,10,1,2,8,1,2,1,1,1,,1,3,1,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,10,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
35,1,1907,5,6,3,191,462,2,,1,1,1,1,2,1,1,2,7,,,,,,5,3,0,1,2,1,1,1,1,1,1,1,2,2,2,,2,0,2,,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,1,1,2,4,,,1,5,,,3,,3,,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3000,,4600,2,1533.3333333333333,2,3,3,5,1,2,2,0,,,4,,,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,5,1,1,,2,2,1,1,2,,4,,,,"9111","55314",2,,"9700",2,1,3,,,9,11,5,1,1,
36,1,1963,5,6,3,191,462,3,,1,1,1,4,1,1,1,1,7,,,,,,3,2,0,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,1,1,2,1,,,1,4,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,,1,3500,,3500,1,3500,5,2,1,1,1,1,3,1,2,2,2,1,,,"5221","30123",2,,"4808",2,2,2,,,6,5,6,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
37,1,1511,5,6,3,191,462,3,,1,1,1,4,1,1,1,1,6,1,,,,,6,3,0,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,2,2,3,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,81,2009,1,1,2,2,1,2,2,1,1,2,1,2,3,2,,,,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,9500,,9500,5,4750,6,1,2,2,1,1,1,3,1,,2,3,1,,"6130","61123",2,,"0101",2,3,2,,,11,7,7,1,4,,2,1,1,3,1,,2,3,1,,"5221","30123",2,,"4808",2,2,2,,,6,5,7,1,4,
38,1,1985,5,6,3,191,462,3,,1,1,1,1,1,1,1,1,1,,,,,,5,2,0,1,3,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,2,2,2,2,2,2,2,1,1,2,1,,,1,4,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2500,,2800,1,2800,4,2,1,1,1,1,1,1,2,2,2,,,,"6113","05002",1,2,"0101",2,2,1,,,11,5,7,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
39,1,130,3,6,1,157,684,3,,1,1,1,1,1,1,2,1,1,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,2,2,1,2,2,0,0,0,0,0,0,2,3,3,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,2,,,,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,1,5,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4000,,4000,1,1000,1,3,4,3,1,1,2,0,,,2,0,,,"9520","31113",2,,"4810",2,1,2,,,3,10,3,2,,3,2,1,2,0,,,4,,,,"6111","60313",2,,"0101",2,1,3,,3,10,8,3,1,1,
39,2,180,3,6,1,157,684,3,,1,1,1,1,2,3,,,,,,,,,1,1,0,1,4,1,3,,,,1,1,2,2,1,2,2,0,0,0,0,0,0,2,3,3,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,3,,,,1,1,,3,,,1,1,,3,,,3,,3,,,,2,1,,3,,,,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,1,5,,,3,,3,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,9650,,9650,5,2412.5,3,3,4,6,1,1,2,1,1,,2,0,,,"9990","99999",2,,"8401",1,6,3,1,3,,,4,2,,2,2,1,2,0,,,2,0,,,"9211","60314",2,,"0101",2,1,3,2,2,10,9,4,2,,4
40,1,101,3,6,1,157,684,3,,1,1,1,2,1,1,1,1,1,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,1,1,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,237,1994,1,2,2,2,2,2,2,2,2,2,,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6000,,6000,3,2000,3,2,3,5,1,1,2,1,1,,2,0,,,"9990","99999",,,"8401",1,6,3,1,1,,,4,1,2,,2,2,1,1,2,4,1,1,1,,"9111","55314",2,,"9700",2,1,3,2,2,9,11,4,1,2,
41,1,1457,3,6,1,161,684,3,,4,1,1,1,1,5,,,,,,,,,1,1,0,1,1,2,1,1,3,1,1,1,1,2,1,2,2,0,1,0,0,0,1,0,0,0,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,,,1,2,2,2,2,2,2,1,2,1,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9500,,9500,5,3166.6666666666665,4,2,3,3,1,1,3,3,1,,4,,,,"7112","72323",2,,"4000",2,5,3,2,2,9,8,6,1,4,,2,2,1,3,1,,4,,,,"9111","55314",2,,"6900",2,1,3,2,3,9,11,5,1,4,
42,1,415,3,6,1,161,684,3,,4,1,1,2,1,5,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,0,,0,,,0,0,0,2,1,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6000,,6000,3,6000,7,3,1,1,1,3,2,1,2,4,4,,,,"9111","55314",2,,"9700",2,9,3,2,2,9,,4,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
43,1,502,3,6,1,161,684,3,,4,1,1,1,1,5,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,,,,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,2,3,2,,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6400,,6400,3,6400,8,2,1,1,1,1,1,3,2,,2,3,2,,"7544","60322",1,2,"8401",1,3,3,1,3,9,8,6,1,3,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
44,1,599,3,6,1,161,684,3,,1,1,1,1,1,3,,,,,,,,,2,2,0,1,1,1,1,1,2,2,1,1,1,2,2,1,2,0,1,0,0,2,3,0,1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,92,2009,1,2,2,2,2,2,2,1,2,2,1,,,1,6,5,,3,,3,,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6000,,8000,4,1600,2,3,5,6,1,1,1,5,2,,2,3,1,,"9112","56314",2,,"8501",1,6,3,1,3,9,9,2,,,1,2,1,1,1,,,2,3,2,2,"9999","99999",,,"9999",,,,,,,,2,1,1,
45,1,322,3,6,1,161,684,3,,1,1,1,1,1,5,,,,,,,,,3,3,0,1,4,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,2,0,1,0,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,104,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,,5,12600,6,1800,2,2,7,8,1,1,2,,,,3,,,,"5153","56394",,,"8401",1,9,3,1,3,9,,7,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
46,1,801,7,6,3,238,855,3,,1,1,2,4,2,1,1,2,1,,,,,,,,0,1,4,1,2,1,2,1,1,1,1,1,1,2,2,0,2,0,0,2,0,2,0,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,,,,2,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,5,9500,5,1900,3,2,5,3,1,1,1,1,1,,2,0,,,"5141","05002",1,1,"9602",2,2,1,,,5,5,4,2,,2,2,2,2,0,,,4,,,,"9111","55313",2,,"9700",2,2,3,1,3,9,11,4,1,1,
47,1,460,7,6,3,238,855,3,,1,1,2,4,2,1,1,2,1,7,,,,,3,1,0,1,4,1,2,1,2,1,1,1,1,1,1,2,2,0,2,0,0,2,0,2,0,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,1,2,1,,,2,,,,3,,3,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,,3,6000,3,1500,2,3,4,4,1,3,3,0,,,4,,,,"9111","55314",2,,"9700",2,1,3,2,2,9,11,2,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
48,1,523,7,6,3,238,855,3,,1,1,2,4,2,1,1,2,1,,,,,,3,2,0,1,4,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,2,0,2,0,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,,,,2,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,4,7491,4,2497,3,2,3,3,1,2,1,0,,,4,,,,"5141","05002",2,,"9602",2,1,1,,,5,5,5,2,,2,2,2,1,1,2,2,1,0,,,"8160","80323",2,,"1002",2,5,3,1,3,9,8,5,2,,1
49,1,522,7,6,3,238,855,3,,1,2,2,4,2,1,1,2,1,,,,,,1,1,0,1,4,1,2,1,2,1,1,1,1,1,1,2,2,0,2,0,0,2,0,2,0,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,4431,2,4431,6,2,1,1,1,1,1,0,,,2,0,,,"3132","92313",2,,"3600",2,3,3,1,3,8,8,3,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
50,1,456,7,6,3,238,855,3,,1,1,1,4,1,1,1,1,1,,,,,,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,0,0,0,0,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,,,,1,2,2,2,1,2,2,1,2,2,1,,,2,,,,1,1,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,3,5275,2,5275,7,,1,1,1,1,1,1,,,4,,,,"5221","05002",2,,"4808",2,1,1,,,5,5,6,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
51,1,312,7,6,3,238,855,3,,1,1,2,4,1,1,1,1,1,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,0,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,1,2,1,2,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,5,13083,7,1869,2,2,7,7,1,3,1,0,,,4,,,,"9111","55314",2,,"9700",2,2,3,2,2,9,11,4,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
